Id,SalePrice
1461,110076.7731611778
1462,165854.83379156294
1463,115816.79729763801
1464,115567.23103083539
1465,159740.4602548988
1466,95227.58028642203
1467,145764.7493139522
1468,98471.94175485606
1469,162236.12292292496
1470,110076.7731611778
1471,175338.3519300624
1472,60288.302934055515
1473,65529.19453691049
1474,106707.62855934245
1475,104336.74902471759
1476,198423.23160930458
1477,192683.20747284437
1478,211899.81001664593
1479,227372.91855840827
1480,355150.8471613486
1481,208530.66541481062
1482,170970.9422610166
1483,165230.9181245564
1484,142894.73724572206
1485,47934.77272732592
1486,105709.36349213199
1487,203289.77381195562
1488,199047.14727631112
1489,152003.90598401762
1490,183199.68933434488
1491,103712.83335771105
1492,101841.0863566914
1493,150756.07465000454
1494,153626.08671823464
1495,173466.60492904278
1496,185695.35200237107
1497,104835.88155832283
1498,74887.92954200866
1499,74887.92954200866
1500,74887.92954200866
1501,94354.09835261287
1502,66153.11020391704
1503,204911.95454617264
1504,121681.60456749954
1505,186194.48453597628
1506,228246.40049221742
1507,159740.4602548988
1508,152752.6047844255
1509,89237.9898831592
1510,153750.86985163597
1511,150880.85778340584
1512,188440.58093719985
1513,66527.45960412096
1514,215643.30401868522
1515,142270.82157871552
1516,97598.4598210469
1517,134783.83357463698
1518,200170.1954769229
1519,184697.0869351606
1520,142645.17097891946
1521,150506.50838320193
1522,155248.26745245166
1523,103837.61649111235
1524,107830.67675995424
1525,121307.2551672956
1526,123303.78530171655
1527,71893.13434037725
1528,101841.0863566914
1529,146638.23124776135
1530,174090.52059604932
1531,88489.29108275134
1532,116815.06236484849
1533,168100.9301927865
1534,103213.7008241058
1535,128170.3275043676
1536,125799.44796974273
1537,84621.01394731077
1538,116066.36356444063
1539,43193.01365807618
1540,104835.88155832283
1541,92108.0019513893
1542,123303.78530171655
1543,138277.76130987363
1544,95477.14655322465
1545,75886.19460921914
1546,71394.00180677201
1547,104211.96589131627
1548,97348.89355424428
1549,65903.54393711442
1550,115816.79729763801
1551,140274.2914442946
1552,110825.47196158564
1553,97348.89355424428
1554,82624.48381288983
1555,177459.66519788466
1556,85993.62841472516
1557,151255.20718360977
1558,74887.92954200866
1559,88239.72481594872
